canonical_name,all_variants,geo_key,source_provenance,cluster_size,target_classification
Quore Italiano- Via Delio Tessa,Quore Italiano | Quore Italiano- Via Delio Tessa,"45.4731,9.1840",comune_milano|thefork,2,NO_TARGET
Il Salumaio di Montenapoleone,Il Salumaio di Montenapoleone,"45.4697,9.1946",comune_milano|osm,2,TARGET
Rosita Galletto e Birra,Rosita Galletto e Birra,"45.4632,9.2112",comune_milano,2,NO_TARGET
Dolce e Amaro,Dolce e Amaro,"45.4722,9.1830",comune_milano|osm,2,TARGET
Bar Salvini,Bar Salvini,"45.4719,9.2034",comune_milano|osm,2,TARGET
Ramen Shifu Lambrate,Ramen Shifu | Ramen Shifu Lambrate,"45.4843,9.2347",comune_milano|thefork,2,NO_TARGET
Bar dell'Angolo,Bar dell'Angolo,"45.4758,9.2152",comune_milano|osm,2,TARGET
Speranza,Speranza,"45.4828,9.2416",comune_milano|osm,2,AMBIGUOUS
Pizzeria Di Gennaro,Pizzeria Di Gennaro,"45.4656,9.1915",comune_milano,2,NO_TARGET
Bar Velasca,Bar Velasca,"45.4601,9.1912",comune_milano|osm,2,AMBIGUOUS
Bar Italia,Bar Italia,"45.5059,9.1790",comune_milano|osm,2,TARGET
Bar Giada,Bar Giada,"45.4960,9.2379",comune_milano|osm,2,TARGET
Caffé Scaringi,Caffé Scaringi,"45.4814,9.2262",comune_milano|osm,2,AMBIGUOUS
Santeria,Santeria,"45.4699,9.2347",comune_milano,2,NO_TARGET
Exit,Exit,"45.4589,9.1899",comune_milano|osm,2,TARGET
Osteria Brunello,Osteria Brunello,"45.4794,9.1859",comune_milano|thefork,2,NO_TARGET
Tirana,Tirana,"45.4444,9.1299",comune_milano,2,NO_TARGET
Temakinho,Temakinho,"45.4746,9.1834",comune_milano,2,NO_TARGET
Bistrucco,Bistrucco,"45.4589,9.2092",comune_milano,2,NO_TARGET
Bar Isola,Bar Isola,"45.4866,9.1905",comune_milano|osm,2,TARGET
La Muraglia,La Muraglia,"45.4461,9.1949",comune_milano,2,NO_TARGET
Caffè Popolare,Caffè Popolare,"45.4787,9.1768",comune_milano|osm,2,AMBIGUOUS
Excalibur,Excalibur,"45.4358,9.1598",comune_milano|thefork,2,NO_TARGET
Convertini,Convertini,"45.5108,9.2485",comune_milano|osm,2,TARGET
Bistrot Pattari,Bistrot Pattari,"45.4643,9.1936",comune_milano,2,NO_TARGET
li-sei deli,li-sei deli,"45.4528,9.1748",comune_milano,2,NO_TARGET
Migjorn Cafè,Migjorn Cafè,"45.4556,9.1835",comune_milano|osm,2,TARGET
Settimio caffè e bistrot,Settimio caffè e bistrot,"45.4661,9.1625",comune_milano|osm,2,AMBIGUOUS
Ten,Ten,"45.4810,9.1903",comune_milano,2,NO_TARGET
Jo's,Jo's,"45.4350,9.1781",comune_milano|osm,2,AMBIGUOUS
Pandenus,Pandenus,"45.4777,9.2063",comune_milano|osm,2,TARGET
Nettare dei Santi,Nettare dei Santi,"45.4568,9.1930",comune_milano|osm,2,TARGET
Biffino,Biffino,"45.4678,9.1896",comune_milano|osm,2,TARGET
Bar Living,Bar Living,"45.5058,9.2425",comune_milano|osm,2,TARGET
'A Pazziella,'A Pazziella,"45.4508,9.1944",comune_milano,2,NO_TARGET
Granaio,Granaio,"45.4660,9.1858",comune_milano|osm,2,AMBIGUOUS
Cassina Caffè,Cassina Caffè,"45.4642,9.1980",comune_milano|osm,2,TARGET
Sax,Sax,"45.4794,9.2021",comune_milano,2,NO_TARGET
Todo Modo,Todo Modo,"45.5034,9.1615",comune_milano|osm,2,AMBIGUOUS
Bar Casoretto,Bar Casoretto,"45.4889,9.2259",comune_milano|osm,2,TARGET
Wang Jiao,Wang Jiao,"45.4821,9.1726",comune_milano,2,NO_TARGET
La Famiglia,La Famiglia,"45.4457,9.2474",comune_milano|osm,2,TARGET
Da Mario,Da Mario,"45.4628,9.1278",comune_milano|osm,2,TARGET
Nocciolino & sapori,Nocciolino & sapori,"45.5067,9.1680",comune_milano|osm,2,AMBIGUOUS
Injera,Injera,"45.4772,9.2021",comune_milano,2,NO_TARGET
Bar degli Amici,Bar degli Amici,"45.4447,9.1549",comune_milano|osm,2,AMBIGUOUS
Il Luogo Aimo e Nadia,Il Luogo di AimoE Nadia | Il Luogo Aimo e Nadia,"45.4584,9.1311",comune_milano|thefork,2,NO_TARGET
Quantico,Quantico,"45.4529,9.1666",comune_milano,2,NO_TARGET
Mantra Vegan Raw,Mantra Vegan Raw,"45.4770,9.2026",comune_milano,2,NO_TARGET
Il caffè ambrosiano,Il caffè ambrosiano,"45.4782,9.1618",comune_milano|osm,2,AMBIGUOUS
Il Dongione - board game café,Il Dongione - board game café,"45.5027,9.1650",comune_milano|osm,2,TARGET
Giacomo,Giacomo,"45.4632,9.1913",comune_milano|osm,2,TARGET
We Uagliò - Primaticcio,We Uagliò | We Uagliò - Primaticcio,"45.4588,9.1319",comune_milano|thefork,2,NO_TARGET
Ristorante e Bistrot San Carlo,Ristorante e Bistrot San Carlo,"45.4657,9.1960",comune_milano,2,NO_TARGET
Amiri,Amiri,"45.5022,9.2400",comune_milano|osm,2,TARGET
Cafè Tablè,Cafè Tablè,"45.4996,9.2262",comune_milano|osm,2,TARGET
Da Teresa e Patrizia,Da Teresa e Patrizia,"45.4531,9.1732",comune_milano,2,NO_TARGET
Floridita Cafè,Floridita Cafè,"45.4907,9.1873",comune_milano|osm,2,TARGET
Montmartre Cafe,Montmartre Cafe,"45.4720,9.1854",comune_milano|osm,2,TARGET
Portello Caffè,Portello Caffè,"45.4907,9.1457",comune_milano|osm,2,AMBIGUOUS
Ofelé,Ofelé,"45.4562,9.1704",comune_milano|osm,2,TARGET
El Tipico,El Tipico,"45.4419,9.2206",comune_milano,2,NO_TARGET
Fresco&Cimmino,Fresco & Cimmino | Fresco&Cimmino,"45.4652,9.1909",comune_milano|thefork,2,NO_TARGET
Da Gigi Ristorante,Da Gigi | Da Gigi Ristorante,"45.4810,9.2039",comune_milano|thefork,2,NO_TARGET
Matrikola Cafè,Matrikola Cafè,"45.5002,9.2394",comune_milano|osm,2,TARGET
Starking Bar,Starking Bar,"45.4482,9.1373",comune_milano|osm,2,TARGET
L'atelier del caffè,L'atelier del caffè,"45.4533,9.1473",comune_milano|osm,2,TARGET
Golden Bar,Golden Bar,"45.5035,9.1767",comune_milano|osm,2,TARGET
Bar Cinzia,Bar Cinzia,"45.4861,9.1539",comune_milano|osm,2,TARGET
Atelier Cafe,Atelier Cafe,"45.4609,9.1890",comune_milano|osm,2,TARGET
California Bakery,California Bakery,"45.4815,9.1870",comune_milano,2,NO_TARGET
NaBi,NaBi,"45.4562,9.2121",comune_milano|osm,2,TARGET
Fashion Cafe,Fashion Cafe,"45.5004,9.1646",comune_milano|osm,2,TARGET
Piperita Milano,Piperita | Piperita Milano,"45.4610,9.1813",comune_milano|thefork,2,NO_TARGET
Caffè 19,Caffè 19,"45.5314,9.1720",comune_milano|osm,2,TARGET
Woodstock 3,Woodstock 3,"45.4531,9.1708",comune_milano,2,NO_TARGET
Daniel e il Caffè,Daniel e il Caffè,"45.4611,9.1727",comune_milano|osm,2,TARGET
Bar Alessandro,Bar Alessandro,"45.5011,9.1899",comune_milano|osm,2,TARGET
DedasPuri,DedasPuri,"45.4601,9.1756",comune_milano,2,NO_TARGET
Ripa's Cafe,Ripa's Cafe,"45.4484,9.1600",comune_milano|osm,2,TARGET
Vizi e Sfizi,Vizi e Sfizi,"45.4578,9.1996",comune_milano|osm,2,TARGET
Dry Aged,Dry Aged,"45.4566,9.1740",comune_milano|thefork,2,NO_TARGET
The Swan,The Swan,"45.4867,9.2164",comune_milano|osm,2,TARGET
L'Aquila d'Oro,L'Aquila d'Oro,"45.4891,9.1828",comune_milano,2,NO_TARGET
Al Mercante,Al Mercante,"45.4637,9.1863",comune_milano|thefork,2,NO_TARGET
Luna Piena,Luna Piena,"45.5186,9.2255",comune_milano|osm,2,TARGET
Caffè Milano,Caffè Milano,"45.4945,9.2194",comune_milano|osm,2,TARGET
Osteria La Bistecca,Osteria La Bistecca,"45.4802,9.2167",comune_milano,2,NO_TARGET
Dream's Bar,Dream's Bar,"45.5077,9.2033",comune_milano|osm,2,AMBIGUOUS
The FisherMan Pasta,The FisherMan Pasta,"45.4727,9.1839",comune_milano,2,NO_TARGET
Trattoria Sole,Trattoria Sole,"45.4794,9.2366",comune_milano,2,NO_TARGET
Cafè Empire,Cafè Empire,"45.4888,9.2111",comune_milano|osm,2,TARGET
Galaxy Cafè,Galaxy Cafè,"45.5002,9.2374",comune_milano|osm,2,TARGET
Al Toscanaccio - Trattoria,Al Toscanaccio | Al Toscanaccio - Trattoria,"45.4846,9.1627",comune_milano|thefork,2,NO_TARGET
Osteria dei Vecchi Sapori,Osteria dei Vecchi Sapori,"45.4864,9.1868",comune_milano|thefork,2,NO_TARGET
Sicilian,Sicilian,"45.4703,9.1867",comune_milano|osm,2,TARGET
Good Fellas,Good Fellas,"45.4690,9.1848",comune_milano|osm,2,TARGET
El Cafè de Milan,El Cafè de Milan,"45.4483,9.2090",comune_milano|osm,2,TARGET
Miliardario bar,Miliardario bar,"45.4840,9.2160",comune_milano|osm,2,TARGET
Quarta Carbonaia,Quarta Carbonaia,"45.4749,9.2102",comune_milano,2,NO_TARGET
Casa del Ramen Via Vigevano,Casa del Ramen | Casa del Ramen Via Vigevano,"45.4532,9.1718",comune_milano|thefork,2,NO_TARGET
Crystal Bar,Crystal Bar,"45.4651,9.1422",comune_milano|osm,2,TARGET
Niky Bar,Niky Bar,"45.4430,9.1789",comune_milano|osm,2,TARGET
La sirena partenope,La sirena partenope,"45.4834,9.1653",comune_milano,2,NO_TARGET
Massaua,Massaua,"45.4781,9.2066",comune_milano|osm,2,TARGET
Bar Hiwinet,Bar Hiwinet,"45.4768,9.2051",comune_milano|osm,2,TARGET
Il caffè della terra,Il caffè della terra,"45.5074,9.2475",comune_milano|osm,2,TARGET
New Nature Café,New Nature Café,"45.4610,9.2107",comune_milano|osm,2,TARGET
99 Bar,99 Bar,"45.4816,9.1793",comune_milano|osm,2,TARGET
Marco Polo Bar,Marco Polo Bar,"45.4808,9.1935",comune_milano|osm,2,TARGET
Don‘cola,Don‘cola,"45.4732,9.1909",comune_milano,2,NO_TARGET
Junction,Junction,"45.4977,9.1841",comune_milano|osm,2,TARGET
The North Gate,The North Gate,"45.4929,9.2187",comune_milano,2,NO_TARGET
Toyama,Toyama,"45.4528,9.1742",comune_milano,2,NO_TARGET
Caffè Imprinting,Caffè Imprinting,"45.4878,9.1671",comune_milano|osm,2,AMBIGUOUS
Oasy,Oasy,"45.4740,9.2060",comune_milano,2,NO_TARGET
Pancaffe spuntino,Pancaffe spuntino,"45.4985,9.2334",comune_milano|osm,2,TARGET
Goga,Goga,"45.4668,9.1835",comune_milano|osm,2,TARGET
Camelot,Camelot,"45.4367,9.1549",comune_milano|osm,2,AMBIGUOUS
Caffé dell'Opera,Caffé dell'Opera,"45.4684,9.1915",comune_milano|osm,2,TARGET
Tigella’s Corsica,Tigella's | Tigella’s Corsica,"45.4619,9.2278",comune_milano|thefork,2,NO_TARGET
Il Giardino della Birra,Il Giardino della Birra,"45.4709,9.2429",comune_milano,2,NO_TARGET
Amadeus,Amadeus,"45.5162,9.2449",comune_milano|osm,2,TARGET
Moulin Rouge,Moulin Rouge,"45.4885,9.2237",comune_milano,2,NO_TARGET
Vetusta Insigna,Vetusta Insigna,"45.4512,9.1715",comune_milano|thefork,2,NO_TARGET
Domish,Domish,"45.4451,9.2142",comune_milano,2,NO_TARGET
La Taberna,La Taberna,"45.4475,9.1559",comune_milano,2,NO_TARGET
Ristorante Primè,Primè | Ristorante Primè,"45.4809,9.1857",comune_milano|thefork,2,NO_TARGET
Ramen Shifu Filzi,Ramen Shifu Filzi,"45.4831,9.1997",comune_milano|thefork,2,NO_TARGET
Milionaire lounge bar,Milionaire lounge bar,"45.4800,9.1998",comune_milano|osm,2,TARGET
Teranga,Teranga,"45.4789,9.2035",comune_milano,2,NO_TARGET
Tomojoshi Endo,Tomojoshi Endo,"45.4821,9.2001",comune_milano,2,NO_TARGET
Vespa Cafe,Vespa Cafe,"45.4674,9.1856",comune_milano|osm,2,TARGET
cin cin bar,cin cin bar,"45.4812,9.1742",comune_milano|osm,2,TARGET
Achar,Achar,"45.4827,9.1660",comune_milano|thefork,2,NO_TARGET
Stendhal Cafe,Stendhal Cafe,"45.4524,9.1596",comune_milano|osm,2,TARGET
Nippoteka - The Handroll House,Nippoteka | Nippoteka - The Handroll House,"45.4809,9.1892",comune_milano|thefork,2,NO_TARGET
Il Chicco Ricco,Il Chicco Ricco,"45.4633,9.1997",comune_milano|osm,2,TARGET
La Marmora,La Marmora,"45.4569,9.2021",comune_milano,2,NO_TARGET
Café Bistrot 25,Café Bistrot 25,"45.4375,9.1583",comune_milano|osm,2,TARGET
Dhole,Dhole,"45.4518,9.2085",comune_milano|thefork,2,NO_TARGET
PiperCafè,PiperCafè,"45.4940,9.2268",comune_milano|osm,2,TARGET
"Shalto, Braceria Persiana","Shalto | Shalto, Braceria Persiana","45.4525,9.1827",comune_milano|thefork,2,NO_TARGET
The Boss Cafè,The Boss Cafè,"45.4578,9.1558",comune_milano|osm,2,TARGET
Viky Bar,Viky Bar,"45.4642,9.1829",comune_milano|osm,2,TARGET
Ottolina Cafè,Ottolina Cafè,"45.4655,9.1779",comune_milano|osm,2,AMBIGUOUS
Bar Linea 84,Bar Linea 84,"45.4869,9.1684",comune_milano|osm,2,AMBIGUOUS
The Stage,The Stage,"45.4833,9.1889",comune_milano,2,NO_TARGET
Panarello,Panarello,"45.4674,9.1582",comune_milano|osm,2,AMBIGUOUS
Just India,Just India,"45.4819,9.2096",comune_milano,2,NO_TARGET
Urus,Urus,"45.4768,9.2030",comune_milano|thefork,2,NO_TARGET
Caffè in diretta,Caffè in diretta,"45.4788,9.1675",comune_milano|osm,2,TARGET
Lab Café,Lab Café,"45.4533,9.1388",comune_milano|osm,2,TARGET
Ideal Bar,Ideal Bar,"45.4956,9.1891",comune_milano|osm,2,AMBIGUOUS
Caffè Napoli,Caffè Napoli,"45.4593,9.1810",comune_milano|osm,2,TARGET
Ba Ghetto Milano,Ba'Ghetto | Ba Ghetto Milano,"45.4619,9.1514",comune_milano|thefork,2,NO_TARGET
Bioesserì Brera,Bioesseri | Bioesserì Brera,"45.4729,9.1885",comune_milano|thefork,2,NO_TARGET
Trattoria A Casa Nostra,Trattoria A Casa Nostra,"45.4820,9.1675",comune_milano,2,NO_TARGET
Pita Gyros,Pita Gyros,"45.4571,9.1809",comune_milano,2,NO_TARGET
Samori Caffè,Samori Caffè,"45.4872,9.2238",comune_milano|osm,2,TARGET
Conte Milano,Conte Milano,"45.4825,9.1993",comune_milano,2,NO_TARGET
Il Caffè,Il Caffè,"45.4453,9.1822",comune_milano|osm,2,TARGET
Il Tempio del Gusto,Il Tempio del Gusto,"45.4533,9.1508",comune_milano,2,NO_TARGET
Capolinea,Capolinea,"45.5243,9.1926",comune_milano|osm,2,TARGET
Rizzo Come a Casa,Rizzo Come a Casa,"45.5027,9.1393",comune_milano,2,NO_TARGET
La Palma,La Palma,"45.4467,9.1959",comune_milano,2,NO_TARGET
Viva,Viva,"45.4855,9.2090",comune_milano,2,NO_TARGET
My Coffee Bar,My Coffee Bar,"45.4610,9.0943",comune_milano|osm,2,TARGET
City Bar,City Bar,"45.4816,9.1464",comune_milano|osm,2,TARGET
MIT Cafe,MIT Cafe,"45.4763,9.1711",comune_milano|osm,2,TARGET
Mamma Oliva - Monti,Mamma Oliva | Mamma Oliva - Monti,"45.4694,9.1709",comune_milano|thefork,2,NO_TARGET
Paola Lorini,Paola Lorini,"45.4368,9.1990",comune_milano|osm,2,TARGET
Stufanka,Stufanka,"45.5062,9.2257",comune_milano|osm,2,TARGET
Fresco Solo Trattoria,Fresco Solo Trattoria,"45.4801,9.1868",comune_milano,2,NO_TARGET
Molise,Molise,"45.4537,9.2244",comune_milano|osm,2,TARGET
Sophia Loren,Sophia Loren,"45.4642,9.1871",comune_milano,2,NO_TARGET
La Briciola,La Briciola,"45.4779,9.1880",comune_milano|thefork,2,NO_TARGET
Casa del Caffè,Casa del Caffè,"45.4783,9.1763",comune_milano|osm,2,TARGET
Sento Ramen,Sento Ramen,"45.4874,9.1704",comune_milano|thefork,2,NO_TARGET
SlowSud Duomo,Slow Sud | SlowSud Duomo,"45.4633,9.1862",comune_milano|thefork,2,NO_TARGET
Montegani,Montegani,"45.4371,9.1781",comune_milano|osm,2,TARGET
Anna e Leo,Anna e Leo,"45.4836,9.2425",comune_milano,2,NO_TARGET
Stoppani,Stoppani,"45.4752,9.2137",comune_milano|osm,2,AMBIGUOUS
Senju,Senju,"45.4763,9.2169",comune_milano|thefork,2,NO_TARGET
Jamm Unlimited Pizza (Porta Romana),Jamm | Jamm Unlimited Pizza (Porta Romana),"45.4523,9.2146",comune_milano|thefork,2,NO_TARGET
BottegaSiculaPescheria,Bottega Sicula | BottegaSiculaPescheria,"45.4486,9.2067",comune_milano|thefork,2,NO_TARGET
Pinocchio,Pinocchio,"45.5023,9.2115",comune_milano|osm,2,AMBIGUOUS
Caffè Panzera,Caffè Panzera,"45.4838,9.2045",comune_milano|osm,2,TARGET
Broletto Cafe,Broletto Cafe,"45.4677,9.1855",comune_milano|osm,2,TARGET
La Legge dei Sapori,La Legge dei Sapori,"45.4611,9.2026",comune_milano|osm,2,TARGET
Crocetta,Crocetta,"45.4620,9.1904",comune_milano,2,NO_TARGET
Davide,Davide,"45.4561,9.2259",comune_milano|osm,2,TARGET
Fradiavolo - Milano Premuda,Fra Diavolo | Fradiavolo - Milano Premuda,"45.4640,9.2076",comune_milano|thefork,2,NO_TARGET
Asian Corner,Asian Corner,"45.4473,9.1535",comune_milano|thefork,2,NO_TARGET
Caffè diamante,Caffè diamante,"45.4602,9.1714",comune_milano|osm,2,TARGET
Giodocet,Giodocet,"45.4508,9.1901",comune_milano|osm,2,TARGET
Yi Pin Ramen,Yi Pin Ramen,"45.4618,9.1929",comune_milano,2,NO_TARGET
So Natural,So Natural,"45.4594,9.1705",comune_milano|osm,2,AMBIGUOUS
Mosobna,Mosobna,"45.4767,9.2054",comune_milano|thefork,2,NO_TARGET
La Peppa,La Peppa Braceria Pugliese | La Peppa,"45.4878,9.1886",comune_milano|thefork,2,NO_TARGET
Viel,Viel,"45.5122,9.2245",comune_milano|osm,2,TARGET
Osteria Fara,Osteria Fara,"45.4841,9.1987",comune_milano,2,NO_TARGET
Grecales' ub,Grecales' ub,"45.4608,9.1941",comune_milano|osm,2,TARGET
Bar Dogana,Bar Dogana,"45.4906,9.1816",comune_milano|osm,2,AMBIGUOUS
Ci Vuole un Drink,Ci Vuole un Drink,"45.4947,9.2184",comune_milano|osm,2,TARGET
Lo smeraldo,Lo smeraldo,"45.4412,9.1517",comune_milano,2,NO_TARGET
Caffè Moda Maffei,Caffè Moda Maffei,"45.4582,9.2081",comune_milano|osm,2,TARGET
Dolcevita Bistrot,Dolcevita Bistrot,"45.4903,9.1880",comune_milano|osm,2,TARGET
Gerusalemme,Gerusalemme,"45.4839,9.1663",comune_milano|osm,2,TARGET
Centogradi Pasta Bar,Centogradi Pasta Bar,"45.4669,9.1653",comune_milano,2,NO_TARGET
"Tutto Bene, Grazie - Bistrò Milano","Tutto bene, grazie | Tutto Bene, Grazie - Bistrò Milano","45.4662,9.1773",comune_milano|thefork,2,NO_TARGET
Mood Cafè,Mood Cafè,"45.4574,9.1684",comune_milano|osm,2,TARGET
Bauscia,Bauscia,"45.4692,9.1879",comune_milano|thefork,2,NO_TARGET
Bar Fortuna,Bar Fortuna,"45.4981,9.2351",comune_milano|osm,2,TARGET
Alba d'Oro,Albo d'Oro | Alba d'Oro,"45.4797,9.2143",comune_milano|thefork,2,NO_TARGET
Manzi BBQ,Manzi BBQ,"45.4948,9.2191",comune_milano|thefork,2,NO_TARGET
Ritratto di Caffè,Ritratto di Caffè,"45.4840,9.1634",comune_milano|osm,2,TARGET
Kiki Sushi,KiKi | Kiki Sushi,"45.4828,9.1980",comune_milano|thefork,2,NO_TARGET
Camperio Lounge Bar,Camperio Lounge Bar,"45.4667,9.1830",comune_milano|osm,2,TARGET
Tel Chi,Tel Chi,"45.4558,9.2102",comune_milano|osm,2,TARGET
Sprizzeria,Sprizzeria,"45.4627,9.1720",comune_milano|osm,2,TARGET
Jubin,Jubin,"45.4817,9.1796",comune_milano,2,NO_TARGET
The Dhaba,Dhaba | The Dhaba,"45.4769,9.2024",comune_milano|thefork,2,NO_TARGET
Camilla Pizza,Camilla Pizza,"45.4753,9.2150",comune_milano|thefork,2,NO_TARGET
Melò,Melò,"45.4886,9.1949",comune_milano|osm,2,AMBIGUOUS
Pan Caffè Correnti,Pan Caffè Correnti,"45.4597,9.1802",comune_milano|osm,2,AMBIGUOUS
Cups Ceramica & Bar,Cups Ceramica & Bar,"45.4815,9.1766",comune_milano|osm,2,TARGET
Caffè Margherita,Caffè Margherita,"45.4462,9.1953",comune_milano|osm,2,AMBIGUOUS
Quore Italiano - Oberdan,Quore Italiano | Quore Italiano - Oberdan,"45.4746,9.2063",comune_milano|thefork,2,NO_TARGET
AltaRè,AltaRè,"45.4547,9.1803",comune_milano|thefork,2,NO_TARGET
Hot Rock,Hot rock Restaurant & Bar | Hot Rock,"45.4562,9.1812",comune_milano|thefork,2,NO_TARGET
Sushi Matsu Omakase,Sushi Matsu Omakase,"45.4768,9.2095",comune_milano|osm,2,AMBIGUOUS
Smooth,Smooth,"45.4686,9.1550",comune_milano|osm,2,TARGET
rebelot,rebelot,"45.4853,9.2342",comune_milano|osm,2,TARGET
Succulenta,Succulenta,"45.4776,9.1616",comune_milano|thefork,2,NO_TARGET
Ristorante Pizzeria La Carrozza,Ristorante Pizzeria La Carrozza,"45.4480,9.1376",comune_milano|thefork,2,NO_TARGET
Bella Lì Cafè,Bella Lì Cafè,"45.5018,9.1820",comune_milano|osm,2,TARGET
Carta da Zucchero,Carta da Zucchero,"45.4616,9.0894",comune_milano|osm,2,AMBIGUOUS
Crumb Snack & Cafe,Crumb Snack & Cafe,"45.4607,9.1764",comune_milano|osm,2,TARGET
Glauco Petisserie,Glauco Petisserie,"45.4794,9.2168",comune_milano|osm,2,AMBIGUOUS
Bottega Valtellina 18,Valtellina18 | Bottega Valtellina 18,"45.4912,9.1817",comune_milano|thefork,2,NO_TARGET
el BIRòCC,el BIRòCC,"45.4691,9.1882",comune_milano|osm,2,AMBIGUOUS
Bar Millennio,Bar Millennio,"45.4870,9.2135",comune_milano|osm,2,TARGET
I love café,I love café,"45.5122,9.2275",comune_milano|osm,2,TARGET
Acqua e sale by Manu Chef,Acqua e Sale | Acqua e sale by Manu Chef,"45.4856,9.2302",comune_milano|thefork,2,NO_TARGET
The Meatball Family - Navigli,Meatball Family | The Meatball Family - Navigli,"45.4532,9.1723",comune_milano|thefork,2,NO_TARGET
NEKKO Asian Street Food,NEKKO Asian Street Food,"45.4822,9.2283",comune_milano,2,NO_TARGET
Alby,Alby,"45.5287,9.1718",comune_milano|osm,2,TARGET
La Calle,La Calle,"45.4782,9.1471",comune_milano,2,NO_TARGET
Beverly,Beverly,"45.4808,9.2243",comune_milano|osm,2,AMBIGUOUS
Tempio Caffè,Tempio Caffè,"45.4735,9.1950",comune_milano|osm,2,TARGET
Bar Sincero,Bar Sincero,"45.4485,9.1393",comune_milano|osm,2,TARGET
El Bar Del Polo,El Bar Del Polo,"45.4723,9.1838",comune_milano,2,NO_TARGET
Dada Bar,Dada Bar,"45.4614,9.0904",comune_milano|osm,2,TARGET
Ge Ge,Ge Ge,"45.4889,9.1934",comune_milano|osm,2,TARGET
Maui Hawaiian Restaurant,Maui | Maui Hawaiian Restaurant,"45.4651,9.1824",comune_milano|thefork,2,NO_TARGET
Cuvée,Cuvée,"45.4805,9.1941",comune_milano,2,NO_TARGET
Sushi Nikkei,Sushi Nikkei,"45.4627,9.1991",comune_milano|thefork,2,NO_TARGET
El café di Milano,El café di Milano,"45.4640,9.1997",comune_milano|osm,2,TARGET
Bar Celentano,Bar Celentano,"45.5010,9.2408",comune_milano|osm,2,TARGET
Hug Milano,Hug Milano,"45.4942,9.2166",comune_milano|osm,2,TARGET
Savona 18 petit cafè,Savona 18 petit cafè,"45.4552,9.1675",comune_milano|osm,2,TARGET
I piccoli ravioli,I piccoli ravioli,"45.4437,9.1794",comune_milano,2,NO_TARGET
Shaker,Shaker,"45.4661,9.1857",comune_milano|osm,2,AMBIGUOUS
Bar Augusto,Bar Augusto,"45.4954,9.1763",comune_milano|osm,2,TARGET
Queen Bar,Queen Bar,"45.4879,9.2041",comune_milano|osm,2,TARGET
Coffee Teslino,Coffee Teslino,"45.4779,9.1826",comune_milano|osm,2,TARGET
Made in Sicily,Made in Sicily,"45.4984,9.1957",comune_milano|osm,2,TARGET
Caffè Inn,Caffè Inn,"45.4522,9.2031",comune_milano|osm,2,TARGET
Trattoria La Rava e La Fava,La Rava e la Fava | Trattoria La Rava e La Fava,"45.4899,9.1650",comune_milano|thefork,2,NO_TARGET
OPERAZIONE SAN GENNARO,OPERAZIONE SAN GENNARO,"45.4897,9.1858",comune_milano,2,NO_TARGET
Panda Tea,Panda Tea,"45.4565,9.1807",comune_milano|osm,2,TARGET
El Tombon de San Marc,El Tombon de San Marc,"45.4754,9.1887",comune_milano|thefork,2,NO_TARGET
Cafè Chantal,Cafè Chantal,"45.4569,9.2122",comune_milano|osm,2,TARGET
Nobilis Cafè,Nobilis Cafè,"45.4565,9.1986",comune_milano|osm,2,TARGET
Il Forno di Via Commenda,Il Forno di Via Commenda,"45.4572,9.1992",comune_milano|osm,2,AMBIGUOUS
Green Bar,Green Bar,"45.4642,9.1612",comune_milano|osm,2,TARGET
Tipografia Alimentare,Tipografia Alimentare,"45.5038,9.2241",comune_milano|osm,2,TARGET
Starbucks,Starbucks,"45.4649,9.1862",comune_milano|osm,2,TARGET
Spiga D'Oro,Spiga D'Oro,"45.5050,9.2227",comune_milano|osm,2,AMBIGUOUS
Spontini,Spontini,"45.4581,9.1702",comune_milano,2,NO_TARGET
Cookingarage Bistrot,Cookingarage Bistrot,"45.5008,9.1970",comune_milano|osm,2,TARGET
Modà,Modà,"45.4892,9.1488",comune_milano|osm,2,AMBIGUOUS
Bollani,Bollani,"45.4366,9.2004",comune_milano|osm,2,AMBIGUOUS
Bar del punt,Bar del punt,"45.4330,9.1741",comune_milano|osm,2,TARGET
Pascucci,Pascucci,"45.4652,9.1977",comune_milano|osm,2,TARGET
Civico 39,Civico 39,"45.4909,9.2228",comune_milano|osm,2,TARGET
Caffè Napoli,Caffè Napoli,"45.4770,9.1958",comune_milano|osm,2,AMBIGUOUS
Mi-Ramen Bistro,Mi-Ramen Bistro,"45.4526,9.1554",comune_milano|thefork,2,NO_TARGET
Testone,Testone,"45.4530,9.1748",comune_milano,2,NO_TARGET
Kiwon,Kiwon,"45.4667,9.2135",comune_milano,2,NO_TARGET
The Growler Milano,The Growler Milano,"45.4580,9.1622",comune_milano|osm,2,TARGET
Jeonjo Bibimbap,Jeonjo Bibimbap,"45.4901,9.2217",comune_milano,2,NO_TARGET
William's Caffè,William's Caffè,"45.4838,9.2301",comune_milano|osm,2,AMBIGUOUS
Cafe Banlieue,Cafe Banlieue,"45.4478,9.1271",comune_milano|osm,2,TARGET
L'Alchimia,L'alchimia | L'Alchimia,"45.4658,9.2075",comune_milano|thefork,2,NO_TARGET
Hambroeus,Hambroeus,"45.4607,9.2070",comune_milano|thefork,2,NO_TARGET
Pizza Club No Limits,Pizza Club No Limits,"45.5010,9.1833",comune_milano,2,NO_TARGET
Bar Coffiamo,Bar Coffiamo,"45.4544,9.1985",comune_milano|osm,2,TARGET
